person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons
27,21600,RENT,2.0,MEDICAL,B,8000,10.59,1,0.3704,N,5,0.0392,0.3704,<25k,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.9235252624195694,346,Very High,Reject,Very High risk tier (PD=92.4%) — default probability too high for approval under current risk appetite.
28,59000,OWN,12.0,MEDICAL,A,10000,7.49,0,0.1695,N,6,0.0127,0.1695,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0366057729728055,878,Very Low,Approve,Very Low risk tier (PD=3.7%) — strong repayment profile.
29,59000,MORTGAGE,7.0,VENTURE,A,10000,7.49,0,0.1695,N,7,0.0127,0.1695,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.0841371621545757,850,Very Low,Approve,Very Low risk tier (PD=8.4%) — strong repayment profile.
31,59000,MORTGAGE,13.0,MEDICAL,B,14000,10.99,0,0.2373,N,6,0.0261,0.2373,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.3640921739960658,682,Low,Approve,Low risk tier (PD=36.4%) — acceptable risk under standard policy.
27,59000,MORTGAGE,11.0,MEDICAL,A,4000,5.79,0,0.0678,N,6,0.0039,0.0678,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0653350595657767,861,Very Low,Approve,Very Low risk tier (PD=6.5%) — strong repayment profile.
29,22000,RENT,0.0,EDUCATION,B,8000,10.99,1,0.3636,N,7,0.04,0.3636,<25k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.8715423018571941,377,Very High,Reject,Very High risk tier (PD=87.2%) — default probability too high for approval under current risk appetite.
28,59000,MORTGAGE,2.0,VENTURE,B,14000,10.36,0,0.2373,N,5,0.0246,0.2373,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.1859829904133562,788,Very Low,Approve,Very Low risk tier (PD=18.6%) — strong repayment profile.
27,24000,RENT,4.0,EDUCATION,C,8000,12.99,1,0.3333,Y,6,0.0433,0.3333,<25k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.8479148512476926,391,Very High,Reject,Very High risk tier (PD=84.8%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
29,59000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,6.91,0,0.1695,N,5,0.0117,0.1695,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.2445758433224964,753,Low,Approve,Low risk tier (PD=24.5%) — acceptable risk under standard policy.
30,59000,MORTGAGE,0.0,MEDICAL,A,10000,7.51,0,0.1695,N,8,0.0127,0.1695,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.1763373795484582,794,Very Low,Approve,Very Low risk tier (PD=17.6%) — strong repayment profile.
27,59000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,16000,13.98,0,0.2712,N,10,0.0379,0.2712,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.6240448343322637,526,High,Manual Review,High risk tier (PD=62.4%) — requires underwriter judgement and possibly additional collateral/guarantor.
27,24000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.29,1,0.3333,N,7,0.0243,0.3333,<25k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.8762095449063034,374,Very High,Reject,Very High risk tier (PD=87.6%) — default probability too high for approval under current risk appetite.
28,53000,MORTGAGE,12.0,EDUCATION,A,5000,7.14,1,0.0943,N,10,0.0067,0.0943,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0672011894096736,860,Very Low,Approve,Very Low risk tier (PD=6.7%) — strong repayment profile.
27,24000,RENT,3.0,PERSONAL,B,8000,10.99,1,0.3333,N,8,0.0366,0.3333,<25k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.8518708419108175,389,Very High,Reject,Very High risk tier (PD=85.2%) — default probability too high for approval under current risk appetite.
33,24000,RENT,1.0,VENTURE,B,8000,11.12,1,0.3333,N,9,0.0371,0.3333,<25k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.7569500269178884,446,Very High,Reject,Very High risk tier (PD=75.7%) — default probability too high for approval under current risk appetite.
35,24996,RENT,6.0,MEDICAL,A,8000,7.51,1,0.3201,N,7,0.024,0.3201,<25k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.8254442838221001,405,Very High,Reject,Very High risk tier (PD=82.5%) — default probability too high for approval under current risk appetite.
27,59000,MORTGAGE,3.0,MEDICAL,B,6000,11.83,0,0.1017,N,5,0.012,0.1017,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.2083369345149917,775,Low,Approve,Low risk tier (PD=20.8%) — acceptable risk under standard policy.
31,59000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13000,11.14,0,0.2203,N,7,0.0245,0.2203,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.3850081612795294,669,Moderate,Approve with Conditions,Moderate risk tier (PD=38.5%) — approve with adjusted terms (higher rate and/or lower approved amount).
33,25000,RENT,18.0,EDUCATION,D,8000,15.31,1,0.32,N,8,0.049,0.32,<25k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.9714983514926728,317,Very High,Reject,Very High risk tier (PD=97.1%) — default probability too high for approval under current risk appetite.
28,25000,RENT,5.0,MEDICAL,A,8000,6.91,1,0.32,N,6,0.0221,0.32,<25k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.8232282952812165,406,Very High,Reject,Very High risk tier (PD=82.3%) — default probability too high for approval under current risk appetite.
27,25000,RENT,4.0,PERSONAL,D,8000,14.84,1,0.32,Y,7,0.0475,0.32,<25k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.9758603277708788,314,Very High,Reject,Very High risk tier (PD=97.6%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
27,59004,OWN,8.0,MEDICAL,B,24250,11.49,0,0.411,N,9,0.0472,0.411,50-75k,26-35,Stable(7y+),Established(5-10y),0,1,0,0,0.2699951725130669,738,Low,Approve with Conditions,Low risk tier (PD=27.0%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
35,26000,RENT,3.0,PERSONAL,A,8000,7.9,1,0.3077,N,10,0.0243,0.3077,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.7549075987636823,447,Very High,Reject,Very High risk tier (PD=75.5%) — default probability too high for approval under current risk appetite.
27,59068,MORTGAGE,11.0,VENTURE,C,13500,13.22,0,0.2286,Y,9,0.0302,0.2286,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,0,0.2417076184528854,755,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
28,26000,RENT,7.0,VENTURE,B,8000,11.36,1,0.3077,N,5,0.035,0.3077,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.6961415669201491,482,High,Manual Review,High risk tier (PD=69.6%) — requires underwriter judgement and possibly additional collateral/guarantor.
27,59147,MORTGAGE,11.0,MEDICAL,B,7000,11.26,0,0.1183,N,5,0.0133,0.1183,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.2133692521627714,772,Low,Approve,Low risk tier (PD=21.3%) — acceptable risk under standard policy.
28,59160,MORTGAGE,2.0,EDUCATION,B,23500,10.99,0,0.3972,N,10,0.0437,0.3972,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.501676109990273,599,Moderate,Approve with Conditions,Moderate risk tier (PD=50.2%) — approve with adjusted terms (higher rate and/or lower approved amount).
35,59196,MORTGAGE,0.0,EDUCATION,A,5000,8.0,0,0.0845,N,5,0.0068,0.0845,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,0,0.0645178878371048,861,Very Low,Approve,Very Low risk tier (PD=6.5%) — strong repayment profile.
27,26400,RENT,0.0,PERSONAL,B,8000,10.59,1,0.303,N,7,0.0321,0.303,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.7885623358323078,427,Very High,Reject,Very High risk tier (PD=78.9%) — default probability too high for approval under current risk appetite.
35,26400,RENT,4.0,PERSONAL,B,8000,10.99,0,0.303,N,8,0.0333,0.303,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.7900656157876874,426,Very High,Reject,Very High risk tier (PD=79.0%) — default probability too high for approval under current risk appetite.
32,26400,RENT,0.0,EDUCATION,A,8000,7.51,0,0.303,N,10,0.0228,0.303,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.6915722821861043,485,High,Manual Review,High risk tier (PD=69.2%) — requires underwriter judgement and possibly additional collateral/guarantor.
30,27996,RENT,5.0,PERSONAL,B,8000,10.99,0,0.2858,N,8,0.0314,0.2858,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.7521866948203964,449,Very High,Reject,Very High risk tier (PD=75.2%) — default probability too high for approval under current risk appetite.
33,59450,MORTGAGE,1.0,EDUCATION,B,3000,10.38,0,0.0505,N,6,0.0052,0.0505,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.0819322386942407,851,Very Low,Approve,Very Low risk tier (PD=8.2%) — strong repayment profile.
30,59500,MORTGAGE,15.0,HOMEIMPROVEMENT,A,15000,6.54,0,0.2521,N,8,0.0165,0.2521,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.3902593170328493,666,Moderate,Approve with Conditions,Moderate risk tier (PD=39.0%) — approve with adjusted terms (higher rate and/or lower approved amount).
33,59500,MORTGAGE,6.0,VENTURE,A,11000,7.49,0,0.1849,N,8,0.0138,0.1849,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.0930427352702044,844,Very Low,Approve,Very Low risk tier (PD=9.3%) — strong repayment profile.
32,59506,OWN,13.0,VENTURE,D,8000,16.07,0,0.1344,N,7,0.0216,0.1344,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.2349300665912655,759,Low,Approve,Low risk tier (PD=23.5%) — acceptable risk under standard policy.
28,59520,MORTGAGE,9.0,PERSONAL,A,5000,8.59,0,0.084,N,7,0.0072,0.084,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0890401807479813,847,Very Low,Approve,Very Low risk tier (PD=8.9%) — strong repayment profile.
28,59700,MORTGAGE,12.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.1005,N,5,0.011,0.1005,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.2705318501358735,738,Low,Approve,Low risk tier (PD=27.1%) — acceptable risk under standard policy.
28,59904,MORTGAGE,12.0,MEDICAL,C,3000,12.53,0,0.0501,Y,10,0.0063,0.0501,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,0,0.1958911161097617,782,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
30,28800,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.73,0,0.2778,N,10,0.0354,0.2778,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.8474711653780641,392,Very High,Reject,Very High risk tier (PD=84.7%) — default probability too high for approval under current risk appetite.
30,28800,RENT,1.0,MEDICAL,C,8000,13.22,0,0.2778,N,9,0.0367,0.2778,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.8247513852078167,405,Very High,Reject,Very High risk tier (PD=82.5%) — default probability too high for approval under current risk appetite.
32,29962,RENT,4.0,MEDICAL,B,8000,12.53,0,0.267,N,7,0.0335,0.267,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.7720138320931951,437,Very High,Reject,Very High risk tier (PD=77.2%) — default probability too high for approval under current risk appetite.
28,60000,MORTGAGE,12.0,MEDICAL,C,14400,13.49,0,0.24,N,7,0.0324,0.24,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.449450661664244,630,Moderate,Approve with Conditions,Moderate risk tier (PD=44.9%) — approve with adjusted terms (higher rate and/or lower approved amount).
31,60000,MORTGAGE,5.0,MEDICAL,A,7200,6.03,0,0.12,N,8,0.0072,0.12,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.1018883576791662,839,Very Low,Approve,Very Low risk tier (PD=10.2%) — strong repayment profile.
28,30000,RENT,4.0,MEDICAL,A,8000,7.49,0,0.2667,N,8,0.02,0.2667,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.6815499715591705,491,High,Manual Review,High risk tier (PD=68.2%) — requires underwriter judgement and possibly additional collateral/guarantor.
35,30000,RENT,3.0,EDUCATION,B,8000,10.99,0,0.2667,N,6,0.0293,0.2667,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.6488282028692791,511,High,Manual Review,High risk tier (PD=64.9%) — requires underwriter judgement and possibly additional collateral/guarantor.
35,60000,MORTGAGE,12.0,MEDICAL,C,16000,15.96,0,0.2667,Y,5,0.0426,0.2667,50-75k,26-35,Stable(7y+),Building(2-5y),1,0,0,0,0.5184557874838446,589,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
29,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,13.49,0,0.1,Y,8,0.0135,0.1,50-75k,26-35,Early(1-3y),Established(5-10y),1,0,0,0,0.3735314583317132,676,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
28,60000,OWN,12.0,VENTURE,C,15000,15.96,0,0.25,Y,9,0.0399,0.25,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,0,0.070568986854014,858,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
35,30000,RENT,0.0,DEBTCONSOLIDATION,G,8000,20.52,1,0.2667,N,7,0.0547,0.2667,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.9995875182857764,300,Very High,Reject,Very High risk tier (PD=100.0%) — default probability too high for approval under current risk appetite.
32,30000,RENT,0.0,VENTURE,A,8000,7.74,0,0.2667,N,9,0.0206,0.2667,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.4779775492219345,613,Moderate,Approve with Conditions,Moderate risk tier (PD=47.8%) — approve with adjusted terms (higher rate and/or lower approved amount).
30,30000,RENT,2.0,PERSONAL,C,8000,13.22,0,0.2667,Y,9,0.0353,0.2667,25-50k,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.7552480596388134,447,Very High,Reject,Very High risk tier (PD=75.5%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
30,60000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4200,7.49,0,0.07,N,5,0.0052,0.07,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.1303975341393426,822,Very Low,Approve,Very Low risk tier (PD=13.0%) — strong repayment profile.
33,60000,OWN,7.0,EDUCATION,A,12000,6.62,0,0.2,N,10,0.0132,0.2,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.0258500631528007,884,Very Low,Approve,Very Low risk tier (PD=2.6%) — strong repayment profile.
28,60000,OWN,1.0,HOMEIMPROVEMENT,C,5000,14.27,0,0.0833,Y,5,0.0119,0.0833,50-75k,26-35,Unstable(<1y),Building(2-5y),1,0,0,0,0.0973795006831313,842,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
28,30996,RENT,0.0,DEBTCONSOLIDATION,A,8000,7.29,0,0.2581,N,10,0.0188,0.2581,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.6930635492706134,484,High,Manual Review,High risk tier (PD=69.3%) — requires underwriter judgement and possibly additional collateral/guarantor.
27,32000,RENT,6.0,MEDICAL,B,8000,9.91,0,0.25,N,7,0.0248,0.25,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.6922378504893487,485,High,Manual Review,High risk tier (PD=69.2%) — requires underwriter judgement and possibly additional collateral/guarantor.
27,54000,MORTGAGE,6.0,VENTURE,C,10000,14.27,1,0.1852,N,10,0.0264,0.1852,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.2415338185449034,755,Low,Approve,Low risk tier (PD=24.2%) — acceptable risk under standard policy.
33,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3500,7.9,0,0.0583,N,9,0.0046,0.0583,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.0987644906518363,841,Very Low,Approve,Very Low risk tier (PD=9.9%) — strong repayment profile.
34,32000,RENT,6.0,EDUCATION,D,8000,17.27,0,0.25,Y,10,0.0432,0.25,25-50k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.94553341184714,333,Very High,Reject,Very High risk tier (PD=94.6%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
35,60000,MORTGAGE,3.0,EDUCATION,B,19600,9.91,0,0.3267,N,5,0.0324,0.3267,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.3649294775710364,681,Low,Approve with Conditions,Low risk tier (PD=36.5%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
30,60000,OWN,3.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.35,N,5,0.0276,0.35,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.209906815801862,774,Low,Approve with Conditions,Low risk tier (PD=21.0%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
28,33000,RENT,12.0,DEBTCONSOLIDATION,C,8000,14.65,1,0.2424,Y,9,0.0355,0.2424,25-50k,26-35,Stable(7y+),Established(5-10y),1,0,0,1,0.8073281055537838,416,Very High,Reject,Very High risk tier (PD=80.7%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,2500,12.69,0,0.0417,N,7,0.0053,0.0417,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.2058430550872384,776,Low,Approve,Low risk tier (PD=20.6%) — acceptable risk under standard policy.
34,34000,RENT,0.0,PERSONAL,A,8000,7.9,0,0.2353,N,7,0.0186,0.2353,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.5121350161625019,593,Moderate,Approve with Conditions,Moderate risk tier (PD=51.2%) — approve with adjusted terms (higher rate and/or lower approved amount).
27,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4000,9.91,0,0.0667,N,7,0.0066,0.0667,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.1564572548359106,806,Very Low,Approve,Very Low risk tier (PD=15.6%) — strong repayment profile.
29,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,14125,13.49,0,0.2354,N,6,0.0318,0.2354,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.5578550979331509,565,High,Manual Review,High risk tier (PD=55.8%) — requires underwriter judgement and possibly additional collateral/guarantor.
33,34000,RENT,6.0,DEBTCONSOLIDATION,B,8000,9.99,0,0.2353,N,5,0.0235,0.2353,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.6906196718865942,486,High,Manual Review,High risk tier (PD=69.1%) — requires underwriter judgement and possibly additional collateral/guarantor.
28,60000,MORTGAGE,13.0,VENTURE,A,8650,8.9,0,0.1442,N,10,0.0128,0.1442,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0821258459778934,851,Very Low,Approve,Very Low risk tier (PD=8.2%) — strong repayment profile.
32,29000,RENT,0.0,EDUCATION,D,8000,18.25,1,0.2759,N,6,0.0503,0.2759,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.9613151711843712,323,Very High,Reject,Very High risk tier (PD=96.1%) — default probability too high for approval under current risk appetite.
29,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,1500,6.03,0,0.025,N,9,0.0015,0.025,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.0721690176181335,857,Very Low,Approve,Very Low risk tier (PD=7.2%) — strong repayment profile.
27,35000,RENT,3.0,MEDICAL,C,8000,14.79,0,0.2286,Y,9,0.0338,0.2286,25-50k,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.7453640170707,453,Very High,Reject,Very High risk tier (PD=74.5%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
34,35000,RENT,9.0,DEBTCONSOLIDATION,A,8000,7.49,0,0.2286,N,10,0.0171,0.2286,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.5954647967291422,543,High,Manual Review,High risk tier (PD=59.5%) — requires underwriter judgement and possibly additional collateral/guarantor.
31,60000,MORTGAGE,5.0,PERSONAL,A,17000,8.9,0,0.2833,N,8,0.0252,0.2833,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.3133546936256715,712,Low,Approve,Low risk tier (PD=31.3%) — acceptable risk under standard policy.
34,35000,RENT,1.0,PERSONAL,A,8000,6.17,0,0.2286,N,9,0.0141,0.2286,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.4486751889443769,631,Moderate,Approve with Conditions,Moderate risk tier (PD=44.9%) — approve with adjusted terms (higher rate and/or lower approved amount).
32,60000,MORTGAGE,16.0,MEDICAL,A,6000,6.62,0,0.1,N,7,0.0066,0.1,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0951992321074116,843,Very Low,Approve,Very Low risk tier (PD=9.5%) — strong repayment profile.
